order,author,Book_name,recommend,Reading_people,info,cover
192,贾雷德·戴蒙德,枪炮、病菌与钢铁,89.1%,2034,文明的先发与落后，社会的发展与倒退等问题，一直是人类关注的大议题。就此，西方社会普遍认为西方国家先进的技术、完善的社会阶层、百花齐放的文化成果，共同造就了西方文明优于其他，并决定了西方统治世界的地位，甚至认为究其根本是西方种族的优越性决定的。《枪炮、病菌与钢铁》告诉我们，答案并非如此。环境因素才是决定历史的车轮向西方倾斜倾，文明的进步的确助推了文化、技术和组织的先发，但同时也导致了细菌的侵袭和船坚利炮对文明的致命摧毁，也就是说，种族决定论和西方文明优势论都无法解释为什么西方国家可以统治世界百年之久。是环境与资源的优渥滋养了西方文明的发展。此外，戴蒙德从生物学、地理学、历史学、社会学、人类学等跨学科视角颠覆了很多人们习以为常的社会发展疑问，为我们理解人类历史提供了崭新的视角。从深耕专业领域的科学家，到关注人类社会与命运的思想者，戴蒙德从科学、历史、社会的交叉点探究地理、人类与未来，他在某种程度上代表了西方公共知识分子传统的转向——从专业性转向思想性，他依仗多学科的视角和丰富的游历经验，追思人类历史的发展路径，从中寻找经验与教训，试图为人类社会未来的发展提供建议。,https://wfqqreader-1252317822.image.myqcloud.com/cover/48/42766048/t6_42766048.jpg
193,曹雪芹著 无名氏续 程伟元 高鹗整理,红楼梦,91.4%,2792,《红楼梦》，中国古代古代四大名著之一，也是中国古代小说的巅峰之作。全书以荣国府的日常生活为中心，以宝玉、黛玉、宝钗的爱情婚姻悲剧及大观园中点滴琐事为主线，以金陵贵族名门贾、史、王、薛四大家族由鼎盛走向衰亡的历史为暗线，展现了封建时代家族和社会的没落。,https://wfqqreader-1252317822.image.myqcloud.com/cover/967/34615967/t6_34615967.jpg
194,毛姆,面纱,85.4%,996,50岁时毛姆写下这个近乎完美的爱情故事，因为每个人都在故事中找到了自己。这本小说讲述了爱情中所有的不美好：背叛、猜忌、报复，还有我们终将面对的离别与自我救赎。 毛姆以他冷静得近乎刻薄的方式，将一个女人的堕落与觉醒刻画得淋漓尽致。凯蒂怎么也琢磨不透，丈夫到底有没有发现她出轨的秘密——偷情时门把手的转动、晚餐时意有所指的话语，还有突然要带她前往霍乱之地的决定，这些都让凯蒂的神经越绷越紧。终于，忍无可忍的她打算摊牌，离婚后投奔心爱的情人。然而面纱揭开，爱情的真相与人生的意义将她的天真击得粉碎。毛姆以他冷静得近乎刻薄的方式，将一个女人的堕落与觉醒刻画得淋漓尽致——在两个人的世界里，她只能选择爱他或者失去他，以填补心灵的空虚；但当她身处更为广袤的世界，目睹了生活的残酷和人性的光辉之后，才真正获得了心灵的宁静和对自我的救赎。,https://wfqqreader-1252317822.image.myqcloud.com/cover/809/820809/t6_820809.jpg
195,埃德温·利非弗 杰西·利弗莫尔,股票作手回忆录,87.7%,635,股票作手回忆录--巴菲特指定股市赢利必读书全新升级；史上最牛散户从5元本金到月入1亿的、唯一一个影响了三代股神的股票大师“百年美股第一人”利弗莫尔·索罗斯、格雷厄姆、彼得林奇、王亚伟等倾情注解或盛赞。,https://wfqqreader-1252317822.image.myqcloud.com/cover/283/33284283/t6_33284283.jpg
196,密小斯,建筑也可以很好玩：欧洲篇，从古希腊到文艺复兴,90.8%,507,本书用活泼的语言、漫画的形式，结合历史故事，使读者从整体上可以快速了解整个欧洲建筑的发展历史，包括西方建筑的老祖宗为什么在古希腊，罗马角斗场是否是帝国的维稳工具，哥特式大教堂怎么就成了黑暗化身，等等。本书适合欧洲建筑爱好者、初学者阅读，也适合喜欢建筑历史文化的大众读者阅读。,https://wfqqreader-1252317822.image.myqcloud.com/cover/801/32913801/t6_32913801.jpg
197,江鹅,俗女养成记,92.5%,783,《俗女养成记》是台湾作家江鹅最具代表性的散文故事集，以清爽利落的文字写一个台南普通女孩的成长故事：与阿嬷的趣味日常、中药房里跟屁虫的生活、学钢琴、午后一个人的科学实验、爱的教育、女性意识初启蒙，还有孩童的内心小剧场等等。在各种可与不可对人言的人生细碎里，写出了一个女孩如何一点点长大，慢慢窥见并进入成人的世界，检视那些发生在自身的，关于亲情、爱、婚姻、尊卑伦常、人情世,https://weread-1258476243.file.myqcloud.com/weread/cover/90/3300011890/t6_3300011890.jpg
198,季羡林,落字成暖，一生念安,91.4%,414,季羡林先生的散文风格平实、诚挚，是不曲不隐的本色写作。读其文，可见其人。本书从其童年时光，一直叙述至其耋耄之年，讲述了其从贫穷县的最穷户逐步变为国学大师的人生历程，文字平白浅近，没有华丽词藻，没有骈四骊六，甚至不表露深爱和沉痛。但字字是“我以我手写吾心”。行文虽平淡如水，而其中对生活的感悟却醇厚如酒，平白朴素之中，有对造化的感恩，对弱小的怜悯，对悲苦的达观，博爱慈悲一往情深。,https://wfqqreader-1252317822.image.myqcloud.com/cover/600/37670600/t6_37670600.jpg
199,周岭,认知驱动：做成一件对他人很有用的事,88.6%,1018,做成一件有价值的事，成为一个有价值的人；成长的根本是做成事情、创造价值。做到，是更高等级的成长。一个人的成长也是通过主动做成一件对他人很有用的事来实现的。但在现实生活中，很多人虽然内心强烈希望变好，行动也非常努力，却始终无法做成事情，这背后的原因通常是缺少价值意识、输出意识、创造意识、作品意识、利他意识……《认知驱动：做成一件对他人很有用的事》将通过“做成一件事”的心法和技法两部分内容，和大家一起探索如何通过创造个人价值获取人生的成功、幸福和意义。从“习惯养成”到“技能培养”，从“对内输入”到“对外输出”，从成为“更好的人”到成为“更有价值的人”，这些刻意的转变会让我们走出焦虑的怪圈。单纯依靠意志力的努力往往是盲目的，所以人们会反反复复地起念，又反反复复地失败。一个人只有了解做成一件事的来龙去脉、看清事情本质后，才能走出反复尝试却劳而无功的困境。学会用认知来驱动自己，我们才能更好地到达成长的彼岸——做成一件对他人很有用的事，成为一个有价值的人。,https://wfqqreader-1252317822.image.myqcloud.com/cover/986/40649986/t6_40649986.jpg
200,马里奥·普佐,教父三部曲,94.5%,1388,《教父》 教父的世界里，友谊，是通行的货币；忠诚，是上好的礼物；缄默，是必守的规则。 他藐视一切价值，不给警告，不虚张声势，不留余地。 教父，就是自己的上帝。 男人要是不愿意好好当父亲就不是真正的男人。 除了朋友低估你的优点，世上的天然优势就是敌人高估你的缺陷。 伟大的人并非生而伟大，而是越活越伟大。 威胁是愚蠢的自我暴露，不假思索就释放怒火是危险的任性表现。 《教父Ⅱ：西西里人》 黑手党的故土，教父的阴谋还在继续，你死我亡的较量正在上演。 他们是有权势的男人、势均力敌的统治者；他们是浪漫的情人、勇猛的战士、忠诚的朋友。 他们，是西西里人。 活着就不要当英雄，只要活着就行。时过境迁之后，英雄似乎就有点儿愚蠢了。 相信自己的美德比相信自己的狡诈更加危险。 写在纸上的东西会影响历史，但影响不了生命。生命是一部不同的历史。 真话是力量的源泉，是控制的杠杆，为什么要拱手交给别人呢？ 《教父 Ⅲ：最后的教父》 他是教父，地下世界的统治者。 谁也无法揣测教父的阴谋，谁都无法阻挡家族终极的野心。 没有正义，只有胜利。 永远别回头。无论是为了找借口、为自己辩解还是找乐子，永远都不要回头。你现在是什么人，就是什么人，世界眼下是什么样，就是什么样。 要用行动而不是言语来赢得尊重。 每个人都要为自己的所作所为负责。,https://weread-1258476243.file.myqcloud.com/weread/cover/34/3300010434/t6_3300010434.jpg
141,菲利帕·佩里,真希望我父母读过这本书,83.3%,1107,与一般的“亲子教养书”不同，这本书并没有把养育孩子当作令人生畏的杂事。育儿是一种关系，孩子是要被理解和支持的个体。归根结底，在孩子身上的投入，不仅会使他们以后成为更优秀的人，而且也会使你自己变得更好。 它的阅读体验并不轻松，正如作者所说，任何父母都会为了孩子奉献自己，但美好的愿望也许不会带来理想的结果。父母的心愿就是让孩子幸福快乐，让他们过上美好的生活，但我们往往意识不到，自己是如何在无心之中伤害了孩子。 这本书会剖析我们在亲子教养方面犯下的错误，尤其是那些我们从来不想犯的错，这些错误的深层心理根源，以及有了过错之后我们如何弥补，修复裂痕。 这本书将帮你：了解自己的成长经历如何影响了你的亲子教养方式。 看清亲子关系是如何变质的，以及如何让它恢复正常。 与孩子建立真正的联结，学会用心倾听，培养情绪稳定的孩子。 打破恶性循环，及时补救与修复裂痕，避免把你以前吃过的苦复制到孩子身上。 学会处理自己与孩子的感受，让孩子在和谐的关系中成长。 学习如何与婴儿、儿童、青少年和长大成人的孩子相处，让亲子关系变成孩子一生的力量之源。,https://wfqqreader-1252317822.image.myqcloud.com/cover/5/33140005/t6_33140005.jpg
142,毕啸南,在你们离开以前,89.5%,712,写给家中的父母，写给路上的我们。那些不敢、不能与父母说的话，都在这本书里。关于爱，关于和解，关于离别。一本治愈两代人的生命自度书。讲述了有关两代人之间的深情、碰撞、疑惑与无法缝合的生命之憾。温暖动情，笑中含泪，也动容治愈。在“离别”“老去”“和解”“礼物”等主题的探索中，展示了一代年轻人对于两代人关系的思考与生命意义的思索。通过一个个令人动情的故事，我们也终于懂得，如何真正地理解、尊重父母，陪伴他们在精神上体面地老去。在爱中相互理解和原谅，既完整自己，也完整了他人。,https://wfqqreader-1252317822.image.myqcloud.com/cover/4/40437004/t6_40437004.jpg
143,奥斯特洛夫斯基,钢铁是怎样炼成的,87.1%,921,奥斯特洛夫斯基的长篇小说《钢铁是怎样炼成的》是苏联社会主义文学中一部最辉煌的名著，已成为世界文学中的经典作。它被译介到中国半个多世纪以来一直盛传不衰。它被视为生活教科书，人生的路标和精神补品，被一代代读者承传着。《钢铁是怎样炼成的》（1933）是作者根据自己亲身经历写成的一部优秀小说。主人公保尔·柯察金所走过的道路，反映了苏联第一代革命青年不怕困难、艰苦奋斗、勇于胜利的大无畏精神，鼓舞了一代又一代有志青年去实现自己的理想。,https://wfqqreader-1252317822.image.myqcloud.com/cover/592/23303592/t6_23303592.jpg
144,阿来,尘埃落定（茅盾文学奖获奖作品）,85.3%,628,本书是藏族作家阿来的一部长篇小说，第五届茅盾文学奖获奖作品。小说描写一个声势显赫的康巴藏族土司，在酒后和汉族太太生了一个傻瓜儿子。这个人人都认定的傻子与现实生活格格不入，但却有超时代的预感和举止，并成为土司制度兴衰的见证人。小说展现了独特的藏族风情及土司制度的浪漫和神秘。,https://wfqqreader-1252317822.image.myqcloud.com/cover/41/23438041/t6_23438041.jpg
145,李光耀,李光耀观天下（精装版）,92.2%,1129,出生于1923年的新加坡前总理李光耀，一生密切地参与国际事务。从毛泽东到习近平，他见过中国每一位主要领导人，从林登·约翰逊到奥巴马等美国总统也与他有密切交往。2015年3月23日李光耀与世长辞，使得本书成为这位世界著名政治家的绝笔书。在这本书中，李光耀凭借其丰富经验和深刻洞察力，对今天世界的形势和20年后世界可能展现的面貌提出看法。这本书绝不是枯燥的地缘政治论述，也不是全球事务迂回曲折发展的专题报告。相反，在横跨美国、中国、亚洲和欧洲的广博叙述中，他剖析了它们的社会、探究其人民的心理，并提出了有关这些国家未来的结论。李光耀在书中表达的坦率且往往令人惊讶的观点，使本书成为一本新鲜生动又引人入胜的读物。为使本书完整，李光耀也探讨了他长久以来最关切的新加坡的未来，并让读者一窥他的私人生活和他对死亡的观点。本书每章中还穿插了他接受《海峡时报》访谈的问答录，有助于读者进一步理解他的观点。,https://wfqqreader-1252317822.image.myqcloud.com/cover/802/31231802/t6_31231802.jpg
146,陈年喜,微尘,91.4%,888,我见过的不幸太多了，从来没有沮丧过。——陈年喜。这本书收录了陈年喜21篇非虚构原创散文。书中写了一群平凡而朴素的劳动者的故事。他们是爆破工、运石工、乡村木匠、农夫、农妇、小作坊老板……而作家自己的故事，贯穿始终：在地下五千米开山炸石，在烟尘和轰鸣中养家糊口，在工棚和山野中写下诗篇，记录命运的爆裂和寂静。他们虽历经生活的磨砺，却淳朴而硬扎，沉静地诉说关于亲情、爱情、死亡、欲望的生活主题……这是一本生命的书，也是死亡的书，归根到底，是一本生活的书。世界是什么样子？生活是什么样子？我的感觉里，除了绵长、无处不在的风，其余都是尘埃，我们在其中奔突，努力站稳，但更多的时候是东倒西歪，身不由己。,https://wfqqreader-1252317822.image.myqcloud.com/cover/845/41135845/t6_41135845.jpg
147,弗朗西斯·司各特·菲茨杰拉德,了不起的盖茨比,81.9%,584,一次偶然的机会，穷职员尼克闯入了挥金如土的大富翁盖茨比隐秘的世界，尼克惊讶地发现，盖茨比内心惟一的牵绊竟是河对岸那盏小小的绿灯--灯影婆娑中，住着心爱的旧情人黛熙。盖茨比曾因贫穷而失去了黛熙，为了找回爱情，他不择一切手段成为有钱人，建起豪宅，只是想让昔日情人来小坐片刻。然而，冰冷的现实容不下缥缈的梦，真正的悲剧却在此时悄悄启幕……,https://wfqqreader-1252317822.image.myqcloud.com/cover/211/216211/t6_216211.jpg
148,黄奇帆,分析与思考：黄奇帆的复旦经济课,92.4%,715,《分析与思考——黄奇帆的复旦经济课》是黄奇帆教授在复旦大学所做的关于中国经济的讲座合集。《分析与思考——黄奇帆的复旦经济课》共收录了12次讲座，根据主题分为“宏观调控”“基础货币”“资本市场”“房地产发展”“对外开放”“中美经贸”六个部分。除此之外，还收录了黄奇帆教授回顾他亲身参与改革开放40年经济发展中的重大事件的4篇文章作为附录。《分析与思考——黄奇帆的复旦经济课》所谈的都是改革开放进入新时期以来的重点、热点问题，从现实出发，运用经济学理论总结改革开放的经验，为推进新时期经济改革和扩大开放，提供了深入的思考。《分析与思考——黄奇帆的复旦经济课》的研究方法高屋建瓴，采用“问题—结构—对策”的方法，面对各种问题时，先研究问题、分析问题，找到问题结构性的、体制性的、机制性的、制度性的短板，通过改变问题的联系方式、边界条件，使得问题朝着理想的方向和预期的目标转化。全书深入浅出，既有学理上的深刻性，又有丰富的例证，表述生动，保持了演讲的特色，富有吸引力，可读性强，无论是专业研究者还是普通读者，都可以从中受益。,https://wfqqreader-1252317822.image.myqcloud.com/cover/944/34527944/t6_34527944.jpg
149,迪莉娅·欧文斯,蝲蛄吟唱的地方,93.9%,708,家人一个接一个离开。从十岁起，她就独自生活在北卡罗来纳州海滨荒凉的湿地中，驾着小船，靠猎捕和收集野物卖给码头的人维生。她只上过一天学，是小镇居民口中的“湿地女孩”，文明社会之外的野姑娘。当镇上最受欢迎的花花公子被发现死在湿地中时，人们立刻将怀疑的目光投向她。作为天生的湿地生物学家，她从土地中汲取生活的教训，从萤火虫不诚实的信号中学习世界真正的运行方式。到了渴望触摸和爱的年纪，受到两个来自小镇的年轻人的吸引，她向一种全新的生活开启了心扉……若干年后，她成了当地的传奇，小镇旅游业的名片。但这本书要讲的并不是一个女孩冲破重重阻碍走向光明的励志故事。荒凉的湿地养育了女孩，也塑造了她。她关于爱情和生活的选择听从的是荒野的召唤，而非文明社会的教导。,https://wfqqreader-1252317822.image.myqcloud.com/cover/977/29599977/t6_29599977.jpg
150,保罗·卡拉尼什,当呼吸化为空气（双语版）,95.2%,681,全世界只有百分之0.0012的人在36岁就患上肺癌，保罗·卡拉尼什（Paul Kalanithi）是其中之一。当你读到这本书时，他已经不在人世。本书是“美国神经外科医生协会最高奖”获得者、斯坦福大学天才医生与癌症抗争的生命感悟。作者保罗·卡拉尼什（Paul Kalanithi）获得美国斯坦福大学英语文学及人体生物学双料学位，并于英国剑桥大学获得科学史与哲学研究硕士学位，以优异成绩获得美国耶鲁大学医学博士学位，即将获得斯坦福医学院外科教授职位并主持自己的研究室。2013年，即将抵达人生巅峰的保罗，忽然被诊断出患有第四期肺癌。自此，他开始以医生和患者的双重身份，记录自己的余生，反思医疗与人性。他的文章刊登在《纽约时报》《华盛顿邮报》等媒体，获得了全球读者关注。本书文笔优美，诚挚感人，书里有着对人性、生死、医疗的深沉思索，让全球无数读者为之动容。,https://wfqqreader-1252317822.image.myqcloud.com/cover/115/36214115/t6_36214115.jpg
151,福楼拜,包法利夫人,85.4%,719,《包法利夫人》于1856—1857年间在《巴黎杂志》上连载，轰动文坛，在社会上引起轩然大波。司法当局对作者提起公诉，指控小说“伤风败俗、亵渎宗教”，并传唤作者到庭受审，最终以“宣判无罪”收场，而隐居乡野、籍籍无名的作者从此奠定了自己的文学声誉和在文学史上的地位。曾有人问福楼拜，谁是包法利夫人的原型，他答道：“包法利夫人就是我自己。”,https://wfqqreader-1252317822.image.myqcloud.com/cover/620/23303620/t6_23303620.jpg
152,纪云裳,董卿：在时光中优雅盛开,83.9%,395,她自幼在父母的严格教导下刻苦学习，砥砺成长，独立自主，坚持阅读，培养气质。她勇于追逐梦想，从浙江到上海到北京，三度改写命运。她曾连续13年主持春晚，连续8年被评为央视年度“央视十佳主持人”，连续7年位列央视挂历女主持人中前三甲，成为实至名归的“央视一姐”。虽然已达巅峰，但她只求超越自我，于是毅然选择赴美留学深造，一年后归来。2016年，主持《中国诗词大会》，凭借深厚的古典诗词功底惊艳四座；2017年制作并主持《朗读者》，再度爆红。随后主编同名图书出版，一时洛阳纸贵。一路走来，她依靠勤奋努力、积极进取、自我突破，成为公认的优质女性典范，诠释了每个女性应该如何成为理想的自己。她的名字，叫董卿。本书娓娓讲述董卿的成长奋斗历程，深度解读其成功背后的秘密，并展示其积极进取、优雅从容的人生态度，让你真正了解董卿。愿你从中获得慰藉和启示，获得智慧和美好，获得召唤和力量。,https://wfqqreader-1252317822.image.myqcloud.com/cover/387/27211387/t6_27211387.jpg
153,陈拙主编,白色记事簿（天才捕手计划·口述真实故事文库）,94.5%,822,一本白色的记事簿，记录的是催人泪下的生离死别，医患共度的艰难时刻。在医院的日常里，发现不为人知的深情，思考变幻莫测的人性，找到继续生存的勇气。全书从一线医护的视角，记录了患者是如何应对重病与生死难题；在进退维谷的两难之中，医生如何做出对患者更有利的医疗决策；在这个死神随时光顾的生死场中，医生和患者家属每天又面临着怎样的处境。这本书的创作团队是9名奋战在一线的医护工作者，他们以真诚的笔触记录了职业生涯中遇到的15位患者的真实遭遇，呈现了最真实的医院的日常，带读者了解普通人无法接触的生死场。,https://wfqqreader-1252317822.image.myqcloud.com/cover/464/37444464/t6_37444464.jpg
154,金一南,胜者思维,92.7%,409,关于胜利：成吉思汗说：越不可越之山，则登其巅；渡不可渡之河，则达彼岸。毛泽东说：红军不怕远征难，万水千山只等闲。任正非说：除了胜利，我们已经无路可走。这就是胜者思维。即便在最黑暗、最失败、最无望的时刻，他们内心也有一杆胜利的旗帜呼拉拉飘扬。本书为高层智囊金一南以“胜者”为出发点，结合历史大格局，所研究得出最终制胜新理念的文章合集。作者以极其广阔的视野、一以贯之的犀利文笔、磅礴的气势，生动客观地阐述了领导者应当具备的各种能力，里面引用了中国以及全球其他领导者在不同时期、不同地点的不同事件中不同的处理方式所带来的不同结果，用以大见小的事例，可以帮助领导位置的人掌握更好的危机处理方式以及提升管理能力。,https://wfqqreader-1252317822.image.myqcloud.com/cover/989/37335989/t6_37335989.jpg
155,刘震云,一地鸡毛（典藏版）,91.5%,1905,《一地鸡毛》被称为新写实主义的代表作，获得多种文学奖，描写了主人公小林在单位在家庭的种种遭遇和心灵轨迹的演变。菜篮子、妻子、孩子、豆腐、保姆、单位中的恩恩怨怨和是是非非。从而反映了大多数中国人在八九十年代的日常生活和生存状态。它真实而生动地反映了大多数中国人生活的主旋律，深刻反映了改革开放的新形势给人们内心和外在的变化。本书以生动的细节和人物形象取胜，是一部精彩作品。  《一地鸡毛》在 出版时就引起轰动，被称为新写实主义的代表作，获得多种文学奖。其中很多篇目是琐碎人生的范本和关系学的教科书。菜篮子、妻子、孩子、保姆、单位……当中的恩恩怨怨和是是非非将官场和家庭的鸡毛蒜皮纤毫毕现，不嫌其俗，不掩其恶，人心之险展示无遗。,https://weread-1258476243.file.myqcloud.com/weread/cover/85/3300010685/t6_3300010685.jpg
156,陈杰,大染坊,95.4%,903,清朝末年，乞丐陈六子混入通和染坊，改名陈寿亭。寿亭天资聪颖，偷学会了染布的手艺，并出任染坊主槽兼经理。十年后，由于寿亭经营得法，通和染坊成了周村*的染坊。而寿亭并未满足，他同张店大户在青岛创办了大华染厂，走上工业印染之路。“九一八”事变后，寿亭断然拒绝了与日本商人的合作，借着抵制日货运动，以及与上海林氏印染厂的合作，进一步发展为印染界的大亨。怀着一颗强烈的爱国心，并在民族印染同行的大力协助下，一举逼迫汉奸印染厂倒闭。可当战火燃起，面对国家的孱弱，寿亭只能付诸绝望的微笑……,https://rescdn.qqmail.com/weread/cover/595/3300006595/t6_3300006595.jpg
157,东野圭吾,信,85.0%,605,一对相依为命的兄弟，因为一桩命案，走上了完全不同的人生……为了给直贵筹措学费，哥哥闯入民宅偷窃，却因盗窃杀人而入狱服刑。十多年来，哥哥从高墙内写给弟弟的一封封满怀牵挂的家信，就像一道道沉重的枷锁，禁锢了直贵的一生。直贵不禁自问：因为哥哥杀了人，所以连我也被这个社会抹杀了吗？,https://wfqqreader-1252317822.image.myqcloud.com/cover/286/34424286/t6_34424286.jpg
158,麦家,风声（茅盾文学奖得主麦家作品）,91.2%,644,徐璐、文咏珊主演谍战剧《风声》原著小说，同名电视剧热播中！日伪时期，西子湖畔。昔日歌舞升平的裘庄里，五名伪政府的军事要员被囚禁于此，潜伏在他们中间的共党卧底“老鬼”身份即将暴露，危在旦夕。老鬼到底是谁？Ta要如何渡过这命悬一线的险境？又将如何传出那断无可能走漏的“风声”？,https://wfqqreader-1252317822.image.myqcloud.com/cover/12/34370012/t6_34370012.jpg
159,上野千鹤子 田房永子,从零开始的女性主义,88.6%,867,女性主义是什么？为什么我们需要女性主义？如何用女性主义进行思考？围绕上述种种问题，日本著名学者上野千鹤子与知名漫画家田房永子，开始了一场从零开始的女性主义课堂。她们用幽默的语言、传神的漫画，回溯女性主义的发展历程，畅谈母女关系、性、工作、婚恋、育儿等日常生活中的议题，驳斥关于女性的刻板偏见。这堂课不仅开启了一趟全新的旅程，更告诉我们：女性主义，不仅仅关乎女性，更关乎每个人的日常生活。,https://rescdn.qqmail.com/weread/cover/399/3300004399/t6_3300004399.jpg
160,乔一,我不喜欢这世界，我只喜欢你,85.0%,432,本书是一对恋人的爱情回忆录，又温暖又萌爱的小故事。作者以轻松幽默的文笔真实记录了一个女孩在青春成长中所遭遇的一切问题，慢慢变得坚强、独立，以及一个男孩长达十年的守护。从学生时代的青涩懵懂到步入婚姻后的甜蜜趣事，平凡而不平淡。从生活点滴中汲取爱与元气，充满趣味的片段让读者会心一笑。爱情可以如此甜蜜，生活也可以如此温暖。根据该书改编的电视剧《我只喜欢你》是由王之执导，吴倩、张雨剑、赵志伟、马栗主演。,https://wfqqreader-1252317822.image.myqcloud.com/cover/460/808460/t6_808460.jpg
101,渤海小吏,舍不得看完的中国史,89.4%,2863,在我们的记忆里，所有对历史的记忆，归根结底都是战争。所有的兴衰、偶然、动机、谋略、经济、天灾，在万事俱备下导演出了这一场场改变历史的战争；也是这一场场的战争，将我们对于历史的所有看法、印象、调侃、想象，全部浓缩，作者通过这些描写，串联起中国古代历史的脉络。《舍不得看完的中国史：秦并天下》以三家分晋到秦朝统一天下的历史兴衰为纲，通过十二场著名战役来讲述历史。读到最后，我们发现，历史中有太多的不得已。亡国之君不一定都混蛋，奸佞当道不见得就那么可恨，忠臣孝子也都得扒开来看。当初他们在做选择时，做那些决定家国兴衰黎民生死的事情时，有很多的不得已，没有一个重大选择是轻松的。读到最后，我们难免会设身处地地想，如果未来你面对这种情况时，你会怎么选，以及选完后的结局走向。,https://wfqqreader-1252317822.image.myqcloud.com/cover/846/34560846/t6_34560846.jpg
102,余华,在细雨中呼喊（第3版）,81.1%,3396,《在细雨中呼喊》是二十世纪九十年代的经典文本，是余华的第一部长篇力作。小说描述了一位江南少年的成长经历和心灵历程。《在细雨中呼喊》的结构来自于对时间的感受，确切地说是对记忆中的时间的感受，叙述者天马行空地在过去、现在和将来这三个时间维度里自由穿行，将忆记的碎片穿插、结集、拼嵌完整。,https://wfqqreader-1252317822.image.myqcloud.com/cover/467/834467/t6_834467.jpg
103,白先勇,孽子,88.8%,594,白先勇唯一的一部长篇小说《孽子》，以同性恋为题材，全书共分为四章，依次是“放逐”、“在我们的王国里”、“安乐乡”、“那些青春鸟的行旅”，描写了上个世纪六七十年代生活在台北的一群为家庭所弃、为社会所遗的“孽子”。白先勇题记：“写给那一群，在最深最深的黑夜里，独自彷徨街头，无所依归的孩子们。”其中父子冲突的主题，亦令人印象深刻。,https://wfqqreader-1252317822.image.myqcloud.com/cover/985/860985/t6_860985.jpg
104,沈从文,边城,83.9%,964,《边城》是沈从文的代表作，是一部中篇小说，凭此书一举奠定了其在文学史上的重要地位。书中寄托着作者关于“美”与“爱”的美学理想，是较能表现人性美的一部作品。小说以20世纪30年代川湘交界的边城小镇茶峒为背景，以兼具抒情诗和小品文的优美笔触，描绘了湘西边城淳朴的世道民风和天然的生活状态。全书共二十一个章节，每个章节都似一幅或浓或淡的水墨画，以古朴清新的语言，表现出一种“优美、健康、自然而又不悖乎人性的人生形式”。,https://wfqqreader-1252317822.image.myqcloud.com/cover/628/23433628/t6_23433628.jpg
105,罗翔,刑法学讲义（法律男神罗翔的刑法普及课）,91.3%,713,全网爆红的“法律男神”罗翔教授为每一位普通读者写的刑法普及讲义。刑法与每个人的生活都密不可分，家庭、校园、职场、人际关系、经济活动处处都有违法犯罪行为，相应地，每个人都需要学习刑法。罗翔让本来枯燥专业的刑法课变得“津津有味”，读者直呼上头，“根本停不下来”。刑法常识结合法理精神，兼具法律与人文的力量。本书为读者提供了相对完整的刑法学习体系，涵盖刑法演变、犯罪论、刑罚论，以及具体罪名的定罪量刑。全书通过分析真实刑法案件、张三的犯罪行为，激发读者用独立、睿智的法学思维去看待生活，提高法律感知能力。最后，每一位读者都能带着法学思维回归到工作、生活中去。,https://wfqqreader-1252317822.image.myqcloud.com/cover/295/32746295/t6_32746295.jpg
106,斯蒂芬·金,肖申克的救赎（同名电影原著）,85.5%,485,同名电影在imdb top250和豆瓣电影top250中双居第一。本书是斯蒂芬·金受人喜爱的代表作，收录了他的四部中篇小说。其英文版一经推出，即登上《纽约时报》畅销书排行榜的冠军之位，当年在美国狂销二十八万册。这本书已被翻译成三十一种语言，并且四篇小说中有三篇被改编成轰动一时的电影，其中为人津津乐道的便是曾获奥斯卡奖七项提名、被誉为电影史上完美影片之一的《肖申克的救赎》。这部小说展现了斯蒂芬·金于擅长的惊悚题材之外的过人功力。书中的另两篇小说《纳粹高徒》与《尸体》拍成电影后也赢得了很好的口碑。其中《尸体》还被视为斯蒂芬·金具自传色彩的作品。,https://wfqqreader-1252317822.image.myqcloud.com/cover/501/24444501/t6_24444501.jpg
107,乔治·奥威尔,1984,88.1%,3202,《1984》是一部伟大的政治寓言。1984年的世界被三个超级大国瓜分，三个国家之间战争不断，国家内部社会结构被彻底打破，均实行高度集权统治，以改变历史、改变语言、打破家庭等极端手段钳制人们的思想和本能，并用高科技手段监视控制人们的行为，以对领袖的个人崇拜和对国内外敌人的仇恨维持社会的运转。,https://wfqqreader-1252317822.image.myqcloud.com/cover/867/758867/t6_758867.jpg
108,加缪,鼠疫,82.8%,1458,本书选录的《鼠疫》和《局外人》（1942）是加缪最重要的代表作，均被列为现代世界文学名著。《鼠疫》的背景是北非地中海地区的一座商业城市，加缪在小说中用细致的笔触描写了在这座爆发瘟疫的孤城里人们的孤独，恐惧、焦虑、痛苦、挣扎和斗争。《局外人》描写讲述了一个叫莫索特的年轻人从安葬母亲之后，一直到因为防卫过当致人死亡入狱后被判死刑的过程，小说以冷静而单调的语言描写了莫索特的内心世界。,https://wfqqreader-1252317822.image.myqcloud.com/cover/156/815156/t6_815156.jpg
